"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"142_50ml-3","707.85","145.44","361.82","92.87","167.07","157.18","28.73","31.91","120.2","42.19","91.76","8.23","14.56","15.3","29.88","98.32","12.67","6.2","2303","38.5","38","4.11","7.1","0.26","0.35","0.89"
"142_50ml-4","708.62","145.44","360.92","84.43","167.07","142.45","25.53","28.63","108.64","41.81","85.77","7.51","13.75","13.69","29.88","90.59","12.67","5.31","2291","38.5","37.7","4.12","7.1","0.26","0.35","0.89"
"142_50ml-5","710.93","145.44","360.92","86.11","167.07","143.15","25.99","29.04","109.8","41.81","85.77","7.87","13.75","13.69","29.88","96.11","12.67","6.2","2283","38.5","37.7","4.12","6.99","0.26","0.35","0.89"
"142_50ml-6","712.47","146.4","363.64","87.8","167.07","149.46","26.45","29.86","114.42","41.81","84.78","7.87","13.75","14.49","29.88","93.9","12.67","6.2","2281","38.5","37.4","4.12","6.99","0.26","0.35","0.89"
"142_50ml-7","712.47","146.4","363.64","93.71","167.82","159.29","28.27","31.5","121.36","41.81","90.76","8.23","14.56","15.3","29.88","98.32","12.67","6.2","2280","38.5","37","4.1","6.99","0.26","0.35","0.89"
"142_50ml-8","711.7","146.4","362.73","91.18","167.07","153.67","27.36","30.68","117.89","41.81","84.78","8.23","14.56","14.49","29.88","96.11","12.67","6.2","2280","38.5","37","4.11","6.99","0.26","0.35","0.89"
"142_50ml-9","711.7","146.4","362.73","91.18","167.07","154.38","27.81","31.09","117.89","42.19","84.78","8.23","14.56","14.49","29.88","97.21","12.67","6.2","2281","38.5","36.8","4.11","6.97","0.26","0.35","0.89"
"15_50ml-1","684","134.92","347.31","92.87","167.82","167.01","21.89","24.54","121.36","35.03","92.76","7.87","16.99","16.91","30.73","112.68","13.25","6.2","2361","36.8","20.3","2","7.36","0.15","0.21","0.53"
"15_50ml-10","683.23","134.92","346.41","86.96","167.07","153.67","20.52","22.91","110.96","35.03","91.76","7.51","15.37","15.3","30.73","103.84","13.25","6.2","2364","36.9","25.6","2.07","7.97","0.16","0.21","0.54"
"15_50ml-2","683.23","134.92","346.41","90.34","167.07","162.1","21.43","24.14","117.89","35.03","86.77","7.51","16.18","16.91","30.73","110.47","13.25","6.2","2367","36.9","26","2.06","7.85","0.16","0.21","0.54"
"15_50ml-3","684","134.92","347.31","92.87","167.07","167.01","21.89","24.54","121.36","35.03","92.76","7.87","16.99","16.91","30.73","112.68","13.25","6.2","2357","36.9","26","2.07","8.02","0.16","0.21","0.54"
"15_50ml-4","683.23","134.92","347.31","93.71","167.07","166.31","22.34","24.95","120.2","35.03","92.76","7.87","16.99","16.91","30.73","118.2","13.25","6.2","2359","36.9","25.9","2.07","8.02","0.16","0.21","0.54"
"15_50ml-5","683.23","134.92","347.31","90.34","167.07","161.39","21.43","23.73","116.74","35.03","86.77","7.51","16.18","16.91","30.73","109.37","13.25","6.2","2350","36.9","25.8","2.06","8.02","0.16","0.21","0.54"
"15_50ml-6","683.23","134.92","346.41","92.87","167.07","167.01","21.89","24.54","121.36","35.03","91.76","7.87","16.99","16.91","30.73","111.58","13.25","6.2","2424","36.9","25.8","2.07","8.02","0.16","0.21","0.54"
"15_50ml-7","683.23","134.92","346.41","92.87","167.07","167.01","21.89","24.54","121.36","35.03","91.76","7.87","16.99","16.91","30.73","111.58","13.25","6.2","2350","36.9","25.7","2.07","7.97","0.16","0.21","0.54"
"15_50ml-8","683.23","134.92","346.41","93.71","167.07","168.41","22.34","24.95","121.36","35.03","91.76","7.87","16.99","16.91","30.73","111.58","13.25","6.2","2359","36.9","25.7","2.07","7.97","0.16","0.21","0.54"
"15_50ml-9","683.23","134.92","347.31","92.87","167.07","168.41","22.34","24.95","121.36","35.03","90.76","7.87","16.99","16.91","30.73","111.58","13.25","6.2","2369","36.9","25.7","2.07","7.97","0.16","0.21","0.54"
"150_25ml-1","678.61","128.22","323.74","94.56","152.09","166.31","24.62","28.63","116.74","36.54","63.83","7.87","15.37","16.1","26.47","80.64","10.95","6.2","2367","30.2","15.3","2","7.92","0.15","0.21","0.53"
"150_25ml-10","678.61","128.22","324.64","87.8","151.34","152.97","22.34","25.77","106.33","35.78","63.83","7.15","13.75","14.49","26.47","75.12","10.37","6.2","2364","30.3","14.9","2","7.44","0.15","0.21","0.53"
"150_25ml-2","678.61","128.22","323.74","85.27","152.09","148.76","22.34","25.36","105.18","36.54","60.84","7.15","13.75","14.49","26.47","74.02","10.95","6.2","2367","30.2","15.3","2","7.92","0.15","0.21","0.53"
"150_25ml-3","678.61","128.22","323.74","86.11","152.09","149.46","22.34","25.36","105.18","36.54","59.84","7.15","13.75","14.49","26.47","74.02","10.95","6.2","2343","30.2","15.1","2","7.81","0.15","0.21","0.53"
"150_25ml-4","677.84","128.22","323.74","87.8","152.09","153.67","22.8","26.18","107.49","36.54","63.83","7.15","13.75","14.49","26.47","75.12","10.95","6.2","2365","30.2","15.1","2","7.81","0.15","0.21","0.53"
"150_25ml-5","677.84","128.22","323.74","85.27","152.09","149.46","21.89","25.36","104.02","36.16","59.84","7.15","13.75","14.49","26.47","72.91","10.95","6.2","2366","30.2","15","2","7.81","0.15","0.21","0.53"
"150_25ml-6","678.61","128.22","323.74","86.96","152.09","152.27","22.34","25.77","106.33","36.16","63.83","7.15","13.75","14.49","26.47","75.12","10.37","6.2","2368","30.2","15","2","7.81","0.15","0.21","0.53"
"150_25ml-7","676.3","128.22","322.83","85.27","151.34","148.76","21.89","24.95","104.02","36.16","59.84","7.15","13.75","14.49","26.47","72.91","10.37","6.2","2356","30.3","15","2","7.44","0.15","0.21","0.53"
"150_25ml-8","677.07","128.22","322.83","92.87","151.34","164.2","24.17","27.41","115.58","36.16","64.83","7.51","14.56","15.3","26.47","79.54","10.37","6.2","2370","30.3","14.9","2","7.44","0.15","0.21","0.53"
"150_25ml-9","677.84","128.22","323.74","85.27","152.09","148.76","21.89","24.95","104.02","35.78","59.84","7.15","13.75","14.49","26.47","72.91","10.37","6.2","2367","30.3","14.9","2","7.44","0.15","0.21","0.53"
"150_50ml-1","690.92","132.04","335.53","86.96","156.58","150.87","23.25","27","105.18","37.67","60.84","7.15","13.75","14.49","26.47","72.91","10.95","6.2","2395","30.6","22.9","2","7.68","0.15","0.21","0.53"
"150_50ml-10","689.38","132.04","332.81","87.8","155.08","152.97","23.25","26.59","106.33","37.67","64.83","7.15","13.75","14.49","26.47","72.91","10.95","6.2","2396","30.7","23.1","2","7.36","0.15","0.21","0.53"
"150_50ml-2","690.15","132.04","334.62","90.34","156.58","155.78","24.17","27.41","108.64","37.67","65.83","7.51","14.56","14.49","26.47","75.12","10.95","6.2","2395","30.6","23.2","2","7.68","0.15","0.21","0.53"
"150_50ml-3","689.38","132.04","334.62","83.58","156.58","144.55","22.34","25.36","100.55","37.67","64.83","6.8","12.94","13.69","26.47","69.6","10.95","5.31","2389","30.6","23.2","2","7.68","0.15","0.21","0.53"
"150_50ml-4","689.38","132.04","334.62","90.34","155.83","156.48","24.17","27.41","108.64","37.67","64.83","7.51","14.56","14.49","26.47","75.12","10.95","6.2","2335","30.6","23.2","2","7.68","0.15","0.21","0.53"
"150_50ml-5","688.61","132.04","333.71","88.65","155.83","152.97","23.25","27","106.33","37.67","64.83","7.15","13.75","14.49","26.47","74.02","10.95","6.2","2394","30.6","23.1","2","7.45","0.15","0.21","0.53"
"150_50ml-6","688.61","132.04","333.71","82.74","155.83","141.75","21.89","24.95","98.24","37.67","64.83","6.8","12.94","13.69","26.47","68.49","10.95","5.31","2409","30.6","23.1","2","7.45","0.15","0.21","0.53"
"150_50ml-7","688.61","132.04","333.71","89.49","155.83","155.08","23.71","27","107.49","37.67","64.83","7.51","13.75","14.49","26.47","74.02","10.95","6.2","2397","30.6","23.1","2","7.45","0.15","0.21","0.53"
"150_50ml-8","689.38","132.04","333.71","89.49","155.83","153.67","23.25","27","106.33","37.67","64.83","7.51","13.75","14.49","26.47","74.02","10.95","6.2","2397","30.7","23.1","2","7.45","0.15","0.21","0.53"
"150_50ml-9","689.38","132.04","333.71","89.49","155.83","156.48","23.71","27.41","108.64","37.29","64.83","7.51","14.56","14.49","26.47","74.02","10.95","6.2","2395","30.7","23.1","2","7.36","0.15","0.21","0.53"
"150_75ml-1","710.16","166.49","486.06","93.71","238.99","205.6","25.08","31.5","165.28","50.47","114.7","10.37","18.61","17.71","42.69","107.16","14.98","7.08","2316","31.2","29.6","2.86","7.31","0.2","0.27","0.68"
"150_75ml-10","736.32","186.59","535.93","105.53","218.02","192.97","28.27","35.59","191.86","50.85","129.66","9.66","21.03","19.32","43.54","109.37","14.4","7.97","2313","31.2","29.6","2.88","7.08","0.2","0.27","0.68"
"150_75ml-2","713.24","186.59","657.45","107.22","270.46","251.91","30.09","37.63","198.8","51.23","124.67","12.52","21.84","20.93","43.54","115.99","14.98","8.85","2307","31.2","29.6","2.87","7.31","0.2","0.27","0.68"
"150_75ml-3","717.85","183.71","634.78","108.07","247.24","245.6","30.09","38.04","204.58","51.23","125.67","12.52","22.65","20.93","43.54","117.1","14.98","8.85","2312","31.2","29.6","2.87","7.13","0.2","0.27","0.68"
"150_75ml-4","720.16","179.89","590.34","99.62","230.75","204.9","28.27","35.59","194.17","51.23","123.67","10.73","21.03","19.32","44.39","109.37","14.98","7.97","2308","31.2","29.6","2.87","7.13","0.2","0.27","0.68"
"150_75ml-5","723.24","181.8","539.56","99.62","216.52","192.97","28.27","35.59","197.64","51.23","128.66","10.02","21.03","20.13","45.25","110.47","14.4","7.97","2317","31.2","29.6","2.87","7.13","0.2","0.27","0.68"
"150_75ml-6","725.55","171.28","509.64","93.71","208.28","173.32","25.99","32.73","177.99","51.6","128.66","8.94","19.42","18.52","43.54","101.63","14.4","7.08","2326","31.2","29.7","2.88","7.13","0.2","0.27","0.68"
"150_75ml-7","729.39","173.19","525.96","98.78","209.78","184.55","27.36","34.36","186.08","50.85","121.68","9.3","20.22","19.32","43.54","107.16","13.83","7.08","2313","31.2","29.7","2.88","7.08","0.2","0.27","0.68"
"150_75ml-8","730.93","174.15","535.03","101.31","212.02","191.57","28.27","36","191.86","51.6","128.66","10.02","21.03","19.32","44.39","109.37","14.4","7.97","2315","31.2","29.6","2.87","7.08","0.2","0.27","0.68"
"150_75ml-9","732.47","177.02","558.61","102.16","215.77","191.57","28.27","35.59","190.71","51.23","129.66","9.66","21.03","19.32","43.54","108.26","14.4","7.97","2321","31.2","29.6","2.88","7.08","0.2","0.27","0.68"
"150-1_","735.55","146.4","373.61","94.56","180.56","167.71","28.27","33.54","142.16","47.84","86.77","8.59","16.99","16.91","36.71","118.2","12.67","6.2","2590","28","0","0","8.07","0","0","0"
"150-10_","737.09","147.35","375.43","97.09","181.31","173.32","29.18","34.77","147.94","48.21","93.75","8.94","17.8","17.71","36.71","122.62","12.67","7.08","2629","28.1","0","0","7.92","0","0","0"
"150-2_","735.55","146.4","374.52","93.71","179.81","166.31","28.27","33.54","142.16","47.84","86.77","8.59","16.99","16.91","36.71","118.2","12.67","6.2","2599","28","0","0","8.02","0","0","0"
"150-3_","737.86","147.35","376.33","97.93","181.31","171.92","29.64","35.18","147.94","48.59","92.76","9.3","17.8","17.71","36.71","130.36","12.67","7.08","2600","28","0","0","8.02","0","0","0"
"150-4_","737.86","147.35","376.33","96.25","181.31","171.22","29.18","34.77","146.79","48.59","93.75","8.94","17.8","16.91","36.71","122.62","12.67","7.08","2609","28","0","0","8.02","0","0","0"
"150-5_","738.63","147.35","376.33","97.09","181.31","173.32","29.64","35.18","149.1","48.59","92.76","8.94","17.8","17.71","36.71","123.73","12.67","7.08","2604","28","0","0","8.02","0","0","0"
"150-6_","737.09","147.35","376.33","98.78","181.31","173.32","29.64","35.59","149.1","48.21","92.76","9.3","17.8","17.71","36.71","132.57","12.67","7.08","2612","28.1","0","0","7.97","0","0","0"
"150-7_","737.86","147.35","376.33","94.56","181.31","167.71","28.27","33.95","143.32","48.21","88.77","8.94","16.99","16.91","36.71","120.41","12.67","6.2","2604","28.1","0","0","7.97","0","0","0"
"150-8_","737.86","147.35","376.33","87.8","181.31","155.08","26.45","31.5","132.92","48.21","88.77","8.23","16.18","15.3","36.71","112.68","12.67","6.2","2597","28.1","0","0","7.97","0","0","0"
"150-9_","737.09","147.35","376.33","96.25","181.31","171.22","29.18","34.77","146.79","48.21","92.76","8.94","17.8","16.91","36.71","123.73","12.67","7.08","2612","28.1","0","0","7.97","0","0","0"
"153_50ml-1","825.57","169.36","421.67","102.16","199.29","178.94","27.36","33.54","131.76","47.84","85.77","9.3","19.42","19.32","35.86","109.37","17.28","7.08","2362","38.4","21.9","2","6.98","0.15","0.21","0.53"
"153_50ml-10","819.41","168.41","417.14","99.62","197.79","174.73","26.45","32.32","130.61","47.46","79.79","8.94","19.42","18.52","35.86","107.16","16.71","6.2","2351","38.4","21.8","2","7.01","0.15","0.21","0.53"
"153_50ml-2","824.03","169.36","420.77","103.84","198.54","182.45","27.81","33.95","135.23","48.21","85.77","9.3","19.42","19.32","35.86","111.58","17.28","7.08","2331","38.4","21.9","2","6.98","0.15","0.21","0.53"
"153_50ml-3","823.26","169.36","419.86","95.4","198.54","167.01","25.53","31.09","123.67","47.84","85.77","8.59","18.61","17.71","35.86","103.84","16.71","6.2","2351","38.4","21.9","2","6.98","0.15","0.21","0.53"
"153_50ml-4","823.26","169.36","419.86","103.84","198.54","178.94","27.36","33.54","132.92","47.84","84.78","9.3","19.42","19.32","35.86","115.99","17.28","7.08","2351","38.4","21.9","2","6.98","0.15","0.21","0.53"
"153_50ml-5","822.49","169.36","418.95","103","198.54","180.34","27.36","33.54","134.07","47.84","85.77","9.3","19.42","19.32","35.86","110.47","17.28","7.08","2359","38.4","21.8","2","6.89","0.15","0.21","0.53"
"153_50ml-6","821.72","169.36","418.95","102.16","197.79","178.94","27.36","33.54","132.92","47.84","85.77","9.3","19.42","19.32","35.86","109.37","17.28","7.08","2353","38.4","21.9","2","6.89","0.15","0.21","0.53"
"153_50ml-7","820.95","169.36","418.05","100.47","197.79","174.73","26.45","32.32","130.61","47.84","79.79","8.94","19.42","18.52","35.86","108.26","17.28","7.08","2327","38.4","21.9","2","6.89","0.15","0.21","0.53"
"153_50ml-8","820.18","168.41","418.05","109.75","197.79","192.97","29.18","35.59","143.32","47.84","86.77","9.66","21.03","20.13","35.86","117.1","17.28","7.08","2358","38.4","21.9","2","7.01","0.15","0.21","0.53"
"153_50ml-9","820.18","168.41","418.05","108.91","197.79","192.27","29.18","35.59","143.32","47.84","84.78","9.66","21.03","20.13","35.86","117.1","16.71","7.08","2348","38.4","21.8","2","7.01","0.15","0.21","0.53"
"156_50ml-1","784.02","178.93","487.87","89.49","188.05","161.39","21.43","22.91","95.93","31.64","62.83","6.8","12.94","12.88","23.9","66.28","10.95","6.2","2479","36.5","21.4","2","7.11","0.15","0.21","0.53"
"156_50ml-10","773.25","159.79","428.02","86.11","170.07","155.78","21.43","22.91","94.78","31.64","61.84","6.44","12.94","12.88","23.9","62.97","10.95","6.2","2478","36.5","21.3","2","6.88","0.15","0.21","0.53"
"156_50ml-2","817.87","175.1","474.27","89.49","179.81","159.99","21.43","22.91","97.09","31.64","61.84","6.8","12.94","12.88","23.9","62.97","10.95","6.2","2481","36.5","21.4","2","7.11","0.15","0.21","0.53"
"156_50ml-3","801.72","171.28","464.3","87.8","176.81","159.99","21.43","22.91","97.09","31.64","61.84","6.44","12.94","12.88","23.9","61.86","10.95","6.2","2480","36.5","21.4","2","7.11","0.15","0.21","0.53"
"156_50ml-4","787.87","168.41","453.41","86.96","175.31","159.99","21.43","22.91","97.09","31.64","60.84","6.44","12.94","12.88","23.9","62.97","10.95","6.2","2483","36.5","21.3","2","6.96","0.15","0.21","0.53"
"156_50ml-5","775.56","164.58","442.53","86.11","173.06","157.89","21.43","22.91","95.93","31.64","61.84","6.44","12.94","12.88","23.9","61.86","10.95","6.2","2475","36.5","21.3","2","6.96","0.15","0.21","0.53"
"156_50ml-6","777.1","164.58","445.25","81.89","173.06","148.76","20.06","21.68","90.15","31.64","61.84","6.08","12.13","12.08","24.76","59.65","10.95","5.31","2484","36.5","21.3","2","6.96","0.15","0.21","0.53"
"156_50ml-7","778.63","162.66","439.81","88.65","172.32","158.59","21.43","23.32","97.09","31.64","61.84","6.8","12.94","12.88","23.9","64.07","10.95","6.2","2481","36.5","21.4","2","6.96","0.15","0.21","0.53"
"156_50ml-8","769.4","161.71","435.28","81.89","171.57","145.25","19.61","21.27","87.84","31.64","60.84","6.08","12.13","12.08","23.9","59.65","10.95","5.31","2478","36.5","21.4","2","6.88","0.15","0.21","0.53"
"156_50ml-9","766.32","160.75","432.56","86.96","170.82","157.18","21.43","22.91","95.93","31.64","61.84","6.44","12.94","12.88","23.9","64.07","10.95","6.2","2477","36.5","21.3","2","6.88","0.15","0.21","0.53"
"168_50ml-1","703.23","139.7","346.41","89.49","158.83","152.97","21.43","24.95","104.02","35.41","66.82","7.15","14.56","14.49","25.61","75.12","12.1","6.2","2304","37.6","24.1","2","7.79","0.15","0.21","0.53"
"168_50ml-10","697.85","138.74","343.69","86.96","158.08","147.36","20.52","24.14","99.4","35.03","61.84","6.8","13.75","13.69","25.61","71.81","12.1","6.2","2317","37.6","23.7","2.02","7.58","0.15","0.21","0.54"
"168_50ml-2","702.46","139.7","346.41","86.96","158.83","146.66","20.52","24.14","99.4","35.41","61.84","6.8","13.75","13.69","25.61","71.81","12.1","6.2","2321","37.6","23.9","2","7.09","0.15","0.21","0.53"
"168_50ml-3","701.69","139.7","345.5","86.96","158.83","147.36","20.52","24.14","100.55","35.41","61.84","6.8","13.75","13.69","25.61","71.81","12.1","6.2","2309","37.6","23.7","2","7.09","0.15","0.21","0.53"
"168_50ml-4","700.93","138.74","345.5","89.49","158.08","150.17","20.97","24.54","101.71","35.41","67.82","7.15","14.56","14.49","25.61","74.02","12.1","6.2","2320","37.6","23.7","2","7.09","0.15","0.21","0.53"
"168_50ml-5","700.16","138.74","344.59","86.11","158.08","146.66","20.52","24.14","99.4","35.41","61.84","6.8","13.75","13.69","25.61","71.81","12.1","6.2","2320","37.6","23.6","2","7.09","0.15","0.21","0.53"
"168_50ml-6","700.16","138.74","344.59","89.49","158.08","152.27","21.43","24.95","102.87","35.41","66.82","7.15","14.56","14.49","25.61","74.02","12.1","6.2","2327","37.6","23.6","2","6.9","0.15","0.21","0.53"
"168_50ml-7","699.39","138.74","344.59","89.49","158.08","152.27","21.43","24.95","104.02","35.03","66.82","7.15","14.56","14.49","25.61","75.12","12.1","6.2","2289","37.6","23.6","2.01","6.9","0.15","0.21","0.53"
"168_50ml-8","698.62","138.74","344.59","86.96","158.08","147.36","20.52","24.14","99.4","35.41","61.84","6.8","13.75","13.69","25.61","72.91","12.1","6.2","2378","37.6","23.6","2.02","6.9","0.15","0.21","0.53"
"168_50ml-9","697.85","138.74","343.69","89.49","158.08","151.57","20.97","24.95","102.87","35.41","66.82","7.15","14.56","14.49","25.61","74.02","12.1","6.2","2282","37.6","23.7","2.02","7.58","0.15","0.21","0.53"
"171_50ml-1","663.22","125.35","318.3","83.58","145.34","143.15","20.52","22.5","90.15","30.89","57.85","6.44","12.13","12.88","23.05","62.97","10.37","6.2","2354","35.5","24.2","2","7.87","0.15","0.21","0.53"
"171_50ml-10","662.46","125.35","317.39","83.58","145.34","143.15","20.06","22.5","90.15","30.89","57.85","6.44","12.13","12.88","23.05","62.97","10.37","6.2","2363","35.5","22.3","2","7.88","0.15","0.21","0.53"
